"","age","rate","value"
"1","40_to_44",493.2,9294
"2","65_to_69",304.3,4394
"3","50_to_54",634.2,11900
"4","85_to_89",1940.9,10266
"5","90+",3309,11616
"6","70_to_74",339.2,4916
"7","15_to_19",134.8,2204
"8","35_to_39",468.4,8935
"9","10_to_14",46.2,798
"10","60_to_64",468.2,7419
"11","30_to_34",542.9,10143
"12","80_to_84",1084.5,8724
"13","5_to_9",36.4,678
"14","55_to_59",543,10755
"15","0_to_4",35.1,564
"16","45_to_49",631.7,10828
"17","20_to_24",475.9,7150
"18","75_to_79",607.5,6318
"19","25_to_29",633,10730
