"","age","rate","value"
"1","20_to_24",784.1,11781
"2","70_to_74",383.1,5552
"3","50_to_54",765.6,14367
"4","10_to_14",100.3,1731
"5","55_to_59",644.6,12767
"6","85_to_89",2071.7,10958
"7","80_to_84",1161.7,9345
"8","90+",3542.1,12434
"9","35_to_39",620.1,11828
"10","25_to_29",882.1,14953
"11","15_to_19",301.8,4933
"12","40_to_44",630.6,11883
"13","45_to_49",776,13302
"14","60_to_64",558.9,8856
"15","30_to_34",728.9,13618
"16","5_to_9",80.8,1503
"17","75_to_79",657.6,6839
"18","65_to_69",363.2,5244
"19","0_to_4",84.2,1353
