"","age","rate","value"
"1","70_to_74",691.3,10018
"2","30_to_34",1791.9,33478
"3","0_to_4",349,5607
"4","35_to_39",1553.4,29630
"5","75_to_79",996.2,10360
"6","45_to_49",1760.3,30173
"7","60_to_64",1185.9,18792
"8","65_to_69",767.1,11076
"9","90+",4309.5,15128
"10","80_to_84",1545.1,12430
"11","15_to_19",2418.5,39538
"12","25_to_29",2154.4,36520
"13","20_to_24",2914.2,43787
"14","40_to_44",1492,28117
"15","55_to_59",1407.2,27871
"16","85_to_89",2586.6,13681
"17","5_to_9",283.9,5284
"18","50_to_54",1707.2,32035
"19","10_to_14",533.8,9212
