age,rate,value
0_to_4,1436.1,1161
5_to_9,1165.6,1301
10_to_14,2155.7,1931
15_to_19,5658,4985
20_to_24,8231.7,6839
25_to_29,6741.7,6476
30_to_34,5908.6,6010
35_to_39,5817.7,5625
40_to_44,5712,5341
45_to_49,6788.6,5831
50_to_54,6137.6,6266
55_to_59,4883.9,5528
60_to_64,3802.8,3763
65_to_69,2220.6,2078
70_to_74,1990.3,1844
75_to_79,2473.1,1664
80_to_84,3447.3,1726
85_to_89,5252.1,1706
90+,8561.8,1783
