age,value,rate
0_to_4,319,394.6
5_to_9,302,270.6
10_to_14,448,500.1
15_to_19,2461,2793.2
20_to_24,2874,3459.3
25_to_29,2395,2493.3
30_to_34,2168,2131.4
35_to_39,2123,2195.7
40_to_44,2060,2203.1
45_to_49,2352,2738.3
50_to_54,2570,2517.3
55_to_59,2291,2024.1
60_to_64,1424,1439.1
65_to_69,756,807.9
70_to_74,672,725.3
75_to_79,710,1055.2
80_to_84,786,1569.9
85_to_89,831,2558.3
90+,914,4389
