age,value,rate
0_to_4,188,232.5
5_to_9,178,159.5
10_to_14,249,278
15_to_19,1522,1727.5
20_to_24,1944,2339.9
25_to_29,1721,1791.6
30_to_34,1531,1505.2
35_to_39,1523,1575.2
40_to_44,1512,1617
45_to_49,1708,1988.5
50_to_54,1966,1925.7
55_to_59,1779,1571.7
60_to_64,1085,1096.5
65_to_69,556,594.2
70_to_74,498,537.5
75_to_79,562,835.3
80_to_84,639,1276.3
85_to_89,710,2185.8
90+,774,3716.7
