"","age","rate","value"
"1","60_to_64",483,7653
"2","90+",3358.3,11789
"3","25_to_29",669.4,11347
"4","0_to_4",43.4,697
"5","20_to_24",514.2,7726
"6","55_to_59",560.4,11098
"7","85_to_89",1970,10420
"8","70_to_74",349.3,5062
"9","45_to_49",656.9,11260
"10","30_to_34",574.6,10736
"11","80_to_84",1103.7,8879
"12","65_to_69",317.3,4582
"13","50_to_54",656.5,12319
"14","5_to_9",44.5,828
"15","35_to_39",493.8,9418
"16","15_to_19",154,2518
"17","40_to_44",519.1,9783
"18","10_to_14",55.6,959
"19","75_to_79",618.9,6436
