age,value,rate
0_to_4,538,635.2
5_to_9,533,503.5
10_to_14,847,899.1
15_to_19,2449,2641.5
20_to_24,3265,3656.2
25_to_29,2632,2475
30_to_34,2414,2265.8
35_to_39,2159,2242.7
40_to_44,2060,2253.5
45_to_49,2310,2761.1
50_to_54,2401,2475.8
55_to_59,2457,2290
60_to_64,1663,1771
65_to_69,1136,1282.7
70_to_74,1083,1250.1
75_to_79,1097,1843.6
80_to_84,980,2468.5
85_to_89,762,3561.4
90+,557,5747.6
