"","age","rate","value"
"1","20_to_24",11138.8,167362
"2","5_to_9",2006,37333
"3","40_to_44",7453.1,140456
"4","50_to_54",7680,144117
"5","15_to_19",7394.1,120878
"6","70_to_74",2828.2,40986
"7","65_to_69",3407.1,49197
"8","80_to_84",4705.4,37853
"9","55_to_59",6290.4,124584
"10","90+",12315.2,43231
"11","10_to_14",3624.7,62553
"12","35_to_39",7957.5,151782
"13","30_to_34",8845.5,165260
"14","0_to_4",2094.6,33648
"15","25_to_29",10087.4,170996
"16","85_to_89",7320.8,38722
"17","45_to_49",8153.2,139754
"18","60_to_64",5367.7,85057
"19","75_to_79",3425.8,35628
