age,rate,value
0_to_4,2418.3,1955
5_to_9,1807.1,2017
10_to_14,3324.6,2978
15_to_19,8084.6,7123
20_to_24,12765.9,10606
25_to_29,10698.6,10277
30_to_34,9462.5,9625
35_to_39,9104.6,8803
40_to_44,8637,8076
45_to_49,10312.7,8858
50_to_54,9410.1,9607
55_to_59,7636.9,8644
60_to_64,6074.6,6011
65_to_69,3668.6,3433
70_to_74,3248.8,3010
75_to_79,4047.1,2723
80_to_84,5648.3,2828
85_to_89,8546.3,2776
90+,14074.4,2931
