"","age","rate","value"
"1","40_to_44",341.1,6307
"2","5_to_9",42.8,774
"3","35_to_39",322.1,6121
"4","70_to_74",512.6,6818
"5","25_to_29",327.3,5868
"6","75_to_79",853.4,7687
"7","45_to_49",438.1,7448
"8","85_to_89",2247.1,7884
"9","30_to_34",337.1,6517
"10","15_to_19",87.5,1504
"11","65_to_69",447.1,6048
"12","0_to_4",41.8,708
"13","55_to_59",432.5,8334
"14","50_to_54",452.9,8330
"15","10_to_14",50.3,911
"16","80_to_84",1402.5,8912
"17","20_to_24",225,3573
"18","60_to_64",474,7239
"19","90+",3443.9,5725
