"","age","rate","value"
"1","5_to_9",43.9,794
"2","60_to_64",475.5,7262
"3","75_to_79",854.5,7697
"4","10_to_14",50.8,920
"5","90+",3448.2,5732
"6","15_to_19",89.3,1535
"7","80_to_84",1403.7,8920
"8","65_to_69",448.3,6064
"9","35_to_39",324.5,6167
"10","25_to_29",330.6,5926
"11","55_to_59",434.3,8369
"12","70_to_74",513.2,6826
"13","20_to_24",227.6,3613
"14","40_to_44",343.2,6346
"15","30_to_34",340.7,6587
"16","50_to_54",454.4,8358
"17","0_to_4",42.8,725
"18","85_to_89",2248.3,7888
"19","45_to_49",440.1,7482
