"","age","rate","value"
"1","90+",3469.2,5767
"2","10_to_14",56.2,1018
"3","75_to_79",861.4,7759
"4","55_to_59",443,8536
"5","20_to_24",246.5,3914
"6","5_to_9",48.8,883
"7","15_to_19",98.6,1696
"8","50_to_54",465.3,8559
"9","40_to_44",356.8,6597
"10","45_to_49",452.2,7688
"11","0_to_4",48.4,820
"12","25_to_29",347.4,6228
"13","65_to_69",455.8,6166
"14","30_to_34",354.5,6852
"15","70_to_74",520,6917
"16","85_to_89",2260.2,7930
"17","80_to_84",1415.2,8993
"18","35_to_39",339.4,6450
"19","60_to_64",483.9,7390
