"","age","rate","value"
"1","75_to_79",1957.6,20359
"2","65_to_69",1772.6,25595
"3","70_to_74",1521.1,22043
"4","80_to_84",2801.3,22535
"5","85_to_89",4461.9,23600
"6","60_to_64",2753.3,43628
"7","5_to_9",1044.4,19437
"8","0_to_4",1018.1,16355
"9","15_to_19",4712.2,77034
"10","30_to_34",4463.9,83399
"11","35_to_39",4055.1,77347
"12","45_to_49",4337.3,74346
"13","40_to_44",3885.5,73223
"14","25_to_29",5141.3,87153
"15","50_to_54",4021.7,75468
"16","55_to_59",3257.7,64520
"17","90+",7370.4,25873
"18","10_to_14",2131.5,36784
"19","20_to_24",6057.1,91009
