age,value,rate
0_to_4,723,894.3
5_to_9,806,722.1
10_to_14,1245,1389.9
15_to_19,3853,4373.1
20_to_24,4977,5990.5
25_to_29,4524,4709.6
30_to_34,4152,4081.9
35_to_39,3872,4004.7
40_to_44,3742,4001.9
45_to_49,4112,4787.3
50_to_54,4408,4317.7
55_to_59,3922,3465
60_to_64,2544,2570.9
65_to_69,1370,1464
70_to_74,1257,1356.7
75_to_79,1232,1831.1
80_to_84,1311,2618.4
85_to_89,1364,4199.2
90+,1438,6905.2
