age,rate,value
0_to_4,2257.4,1912
5_to_9,1933.6,2047
10_to_14,3067.7,2890
15_to_19,5908.6,5478
20_to_24,9348.3,8348
25_to_29,7430.7,7902
30_to_34,6988.7,7446
35_to_39,6813.3,6559
40_to_44,6645.5,6075
45_to_49,7848.2,6566
50_to_54,7375.7,7153
55_to_59,6418.9,6887
60_to_64,5444.1,5112
65_to_69,3814.2,3378
70_to_74,3491.6,3025
75_to_79,4300.7,2559
80_to_84,5745.4,2281
85_to_89,7618.2,1630
90+,11711.9,1135
