"","age","rate","value"
"1","75_to_79",3733.9,33632
"2","0_to_4",1920.5,32518
"3","65_to_69",3678.5,49763
"4","30_to_34",6783.6,131136
"5","45_to_49",6606.2,112318
"6","25_to_29",7460.2,133741
"7","50_to_54",6300.5,115884
"8","80_to_84",4843.1,30776
"9","20_to_24",8122,128954
"10","90+",10624.2,17661
"11","5_to_9",2074.1,37533
"12","10_to_14",3308.6,59967
"13","15_to_19",5630,96806
"14","85_to_89",7163.2,25132
"15","35_to_39",6339.9,120494
"16","40_to_44",6034.9,111592
"17","60_to_64",5084.1,77646
"18","55_to_59",5396.4,103985
"19","70_to_74",3128.1,41608
