"","age","rate","value"
"1","75_to_79",493.2,4442
"2","85_to_89",1128.4,3959
"3","20_to_24",42.3,671
"4","10_to_14",6.8,123
"5","0_to_4",16.5,280
"6","40_to_44",127.7,2362
"7","60_to_64",234.5,3581
"8","50_to_54",195.3,3592
"9","65_to_69",243.1,3289
"10","55_to_59",197.9,3814
"11","30_to_34",97.1,1877
"12","35_to_39",102.8,1954
"13","80_to_84",752.2,4780
"14","70_to_74",294.9,3923
"15","90+",1537.6,2556
"16","15_to_19",12.8,220
"17","45_to_49",176.6,3002
"18","25_to_29",90,1614
"19","5_to_9",5.4,97
