"","age","rate","value"
"1","25_to_29",6751.8,114453
"2","75_to_79",2355.7,24499
"3","30_to_34",5892.8,110094
"4","20_to_24",7647.8,114910
"5","90+",8437.5,29619
"6","15_to_19",5614.6,91787
"7","70_to_74",1906.3,27625
"8","50_to_54",5176.6,97139
"9","55_to_59",4186.1,82908
"10","0_to_4",1349.6,21680
"11","60_to_64",3536,56032
"12","5_to_9",1372.8,25549
"13","80_to_84",3281,26394
"14","65_to_69",2280.9,32935
"15","40_to_44",5105.8,96220
"16","85_to_89",5124.9,27107
"17","35_to_39",5375.2,102526
"18","45_to_49",5609.4,96150
"19","10_to_14",2709.9,46766
