"","age","rate","value"
"1","15_to_19",2976.2,48655
"2","70_to_74",918.9,13316
"3","75_to_79",1238.5,12880
"4","90+",4929.9,17306
"5","20_to_24",3815.9,57334
"6","5_to_9",409.5,7621
"7","10_to_14",791.8,13664
"8","45_to_49",2394.9,41051
"9","65_to_69",1045.4,15095
"10","35_to_39",2157.8,41158
"11","30_to_34",2456.4,45893
"12","40_to_44",2061.3,38845
"13","60_to_64",1617.4,25629
"14","50_to_54",2312.7,43399
"15","55_to_59",1907.5,37779
"16","80_to_84",1840.4,14805
"17","85_to_89",2992.8,15830
"18","0_to_4",494.8,7948
"19","25_to_29",2930.6,49678
