age,value,rate
0_to_4,378,446.3
5_to_9,343,324
10_to_14,553,587
15_to_19,1996,2152.9
20_to_24,2491,2789.5
25_to_29,1912,1798
30_to_34,1761,1652.9
35_to_39,1572,1633
40_to_44,1522,1664.9
45_to_49,1655,1978.2
50_to_54,1740,1794.2
55_to_59,1832,1707.5
60_to_64,1204,1282.2
65_to_69,840,948.5
70_to_74,826,953.4
75_to_79,863,1450.4
80_to_84,766,1929.4
85_to_89,611,2855.7
90+,425,4385.5
