"","age","rate","value"
"1","90+",3688.8,6132
"2","30_to_34",693.6,13409
"3","25_to_29",755.8,13549
"4","50_to_54",704.7,12962
"5","45_to_49",716.4,12180
"6","70_to_74",617.8,8218
"7","0_to_4",145.5,2464
"8","65_to_69",588.1,7956
"9","85_to_89",2419.3,8488
"10","75_to_79",965.2,8694
"11","60_to_64",659.9,10078
"12","80_to_84",1537.8,9772
"13","55_to_59",643.4,12397
"14","40_to_44",609.8,11276
"15","5_to_9",146.4,2649
"16","35_to_39",637,12107
"17","15_to_19",498.5,8572
"18","20_to_24",815.5,12948
"19","10_to_14",200.6,3635
