"","age","rate","value"
"1","10_to_14",3886.2,67065
"2","35_to_39",8710.1,166137
"3","90+",13309.3,46721
"4","75_to_79",3693.2,38408
"5","50_to_54",8327.7,156270
"6","25_to_29",10953,185669
"7","65_to_69",3707.8,53538
"8","60_to_64",5863.1,92907
"9","30_to_34",9680,180850
"10","45_to_49",8820.7,151196
"11","5_to_9",2221.3,41340
"12","40_to_44",8089,152440
"13","80_to_84",5038.1,40529
"14","20_to_24",11986.2,180095
"15","0_to_4",2358.4,37886
"16","15_to_19",7839,128152
"17","70_to_74",3058.6,44324
"18","55_to_59",6842.5,135517
"19","85_to_89",7887.3,41718
