"","age","rate","value"
"1","10_to_14",70.3,1274
"2","5_to_9",61.6,1115
"3","40_to_44",394.3,7291
"4","60_to_64",507.9,7757
"5","45_to_49",486.3,8268
"6","15_to_19",131.3,2257
"7","65_to_69",476,6440
"8","0_to_4",63.7,1078
"9","55_to_59",466.3,8986
"10","80_to_84",1436.4,9128
"11","35_to_39",381.4,7248
"12","50_to_54",493.6,9079
"13","25_to_29",397.1,7119
"14","20_to_24",305.9,4857
"15","75_to_79",876.3,7893
"16","30_to_34",401.2,7755
"17","85_to_89",2289.3,8032
"18","90+",3517.3,5847
"19","70_to_74",533.2,7093
