age,value,rate
0_to_4,506,597.4
5_to_9,491,463.8
10_to_14,778,825.8
15_to_19,2364,2549.8
20_to_24,3107,3479.3
25_to_29,2489,2340.5
30_to_34,2292,2151.2
35_to_39,2056,2135.7
40_to_44,1963,2147.3
45_to_49,2213,2645.2
50_to_54,2295,2366.5
55_to_59,2355,2194.9
60_to_64,1598,1701.8
65_to_69,1086,1226.2
70_to_74,1039,1199.3
75_to_79,1058,1778.1
80_to_84,943,2375.3
85_to_89,741,3463.3
90+,540,5572.2
