"","age","rate","value"
"1","15_to_19",204.9,3349
"2","60_to_64",516.3,8181
"3","70_to_74",364.3,5279
"4","20_to_24",613.5,9218
"5","40_to_44",568.9,10722
"6","30_to_34",641.2,11980
"7","0_to_4",62.6,1005
"8","10_to_14",73.8,1273
"9","45_to_49",708.1,12138
"10","85_to_89",2025.6,10714
"11","80_to_84",1132.9,9114
"12","50_to_54",700.3,13142
"13","65_to_69",338.1,4882
"14","5_to_9",59.2,1101
"15","25_to_29",753.6,12774
"16","75_to_79",636.4,6618
"17","90+",3448.3,12105
"18","55_to_59",594.4,11772
"19","35_to_39",546.4,10422
