"","age","rate","value"
"1","75_to_79",411.5,4280
"2","15_to_19",48.9,800
"3","70_to_74",235,3405
"4","50_to_54",407.9,7655
"5","45_to_49",402.4,6898
"6","5_to_9",8.2,153
"7","30_to_34",322.5,6025
"8","0_to_4",17.1,275
"9","80_to_84",707.3,5690
"10","55_to_59",344.4,6821
"11","20_to_24",230.9,3469
"12","25_to_29",371.1,6290
"13","65_to_69",202.2,2920
"14","10_to_14",11.9,205
"15","40_to_44",302.5,5701
"16","85_to_89",1192,6305
"17","90+",1898.9,6666
"18","35_to_39",279.3,5327
"19","60_to_64",302.9,4799
