age,rate,value
0_to_4,2456.9,2081
5_to_9,2056.4,2177
10_to_14,3215.2,3029
15_to_19,6115.6,5670
20_to_24,9724.5,8684
25_to_29,7818.1,8314
30_to_34,7376.4,7859
35_to_39,7185.2,6917
40_to_44,6960.6,6363
45_to_49,8200.9,6861
50_to_54,7721.2,7488
55_to_59,6711.6,7201
60_to_64,5702.9,5355
65_to_69,4007.3,3549
70_to_74,3659,3170
75_to_79,4517.5,2688
80_to_84,6035.1,2396
85_to_89,8071.6,1727
90+,12454.9,1207
