age,value,rate
0_to_4,478,591.3
5_to_9,444,397.8
10_to_14,718,801.6
15_to_19,3064,3477.6
20_to_24,3812,4588.3
25_to_29,3348,3485.4
30_to_34,3028,2976.9
35_to_39,2850,2947.7
40_to_44,2774,2966.7
45_to_49,3110,3620.7
50_to_54,3465,3394
55_to_59,3057,2700.8
60_to_64,1933,1953.5
65_to_69,1021,1091.1
70_to_74,927,1000.5
75_to_79,940,1397.1
80_to_84,1047,2091.2
85_to_89,1103,3395.7
90+,1187,5699.9
