"","age","rate","value"
"1","0_to_4",2383.4,40356
"2","20_to_24",9276.3,147281
"3","70_to_74",3567,47446
"4","90+",12111.8,20134
"5","25_to_29",8668.9,155409
"6","80_to_84",5453.2,34653
"7","10_to_14",3738.3,67755
"8","40_to_44",7114.9,131563
"9","50_to_54",7346.2,135118
"10","85_to_89",8108.6,28449
"11","45_to_49",7701.9,130947
"12","75_to_79",4243.2,38219
"13","5_to_9",2455.1,44428
"14","30_to_34",8030.1,155232
"15","55_to_59",6310,121589
"16","15_to_19",6252.2,107504
"17","35_to_39",7535.5,143216
"18","65_to_69",4258.1,57604
"19","60_to_64",5953.2,90919
