"","age","rate","value"
"1","90+",3791,6302
"2","0_to_4",193.1,3269
"3","40_to_44",731.2,13521
"4","10_to_14",266.1,4823
"5","55_to_59",767.8,14794
"6","70_to_74",682.7,9081
"7","45_to_49",859.6,14615
"8","50_to_54",850.3,15640
"9","25_to_29",956.2,17142
"10","5_to_9",176.1,3186
"11","60_to_64",772.3,11795
"12","35_to_39",778.8,14801
"13","20_to_24",1255.5,19933
"14","65_to_69",663.5,8976
"15","85_to_89",2500.5,8773
"16","80_to_84",1610,10231
"17","75_to_79",1026.7,9248
"18","30_to_34",856.3,16554
"19","15_to_19",977.2,16803
