age,value,rate
0_to_4,149,184.3
5_to_9,137,122.7
10_to_14,192,214.3
15_to_19,978,1110
20_to_24,1615,1943.9
25_to_29,1510,1572
30_to_34,1355,1332.1
35_to_39,1340,1385.9
40_to_44,1347,1440.6
45_to_49,1532,1783.6
50_to_54,1784,1747.4
55_to_59,1577,1393.3
60_to_64,980,990.4
65_to_69,484,517.2
70_to_74,444,479.2
75_to_79,518,769.9
80_to_84,589,1176.4
85_to_89,673,2071.9
90+,738,3543.8
