age,rate,value
0_to_4,1027.9,831
5_to_9,847.6,946
10_to_14,1654.5,1482
15_to_19,4742,4178
20_to_24,6597.2,5481
25_to_29,5296.7,5088
30_to_34,4567.6,4646
35_to_39,4480.4,4332
40_to_44,4455.4,4166
45_to_49,5367.1,4610
50_to_54,4802.5,4903
55_to_59,3846.7,4354
60_to_64,2923.6,2893
65_to_69,1648.9,1543
70_to_74,1545.6,1432
75_to_79,2039.1,1372
80_to_84,2956,1480
85_to_89,4599.5,1494
90+,7644.7,1592
